,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
1996,549,2016,NonResidential,Office,400 Mercer Street,7,MAGNOLIA / QUEEN ANNE,1987,1.0,6.0,78672,28427,50245,OFFICE,Office,78672.0,98.0,27.70000076,28.20000076,79.3,79.8,2179719.75,2220030.5,0.0,553488.375,1888502.0,2912.170166,291217.0,28.63,0.36,False,Compliant,98109.0,47.624759999999995,-122.34843000000001,400 Mercer Street,Seattle,WA,A+,"400 Mercer Street,Seattle,WA"
383,550,2015,NonResidential,Warehouse,PUBLIC STORAGE,5,NORTHWEST,1986,1.0,3.0,64660,0,64660,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,64660.0,88.0,5.3,5.3,13.6,13.6,340270.0,340270.0,0.0,72969.0,248981.0,913.0,91300.0,6.58,0.09,No,Compliant,19582.0,47.71286,-122.3442059,11512 AURORA AVE N,SEATTLE,WA,A+,"11512 AURORA AVE N,SEATTLE,WA"
1997,550,2016,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,5,NORTHWEST,1986,1.0,3.0,64660,0,64660,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,64660.0,89.0,5.0,5.1999998089999995,13.0,13.1,325513.0,333622.5938,0.0,69699.0,237813.0,876.999939,87700.0,6.32,0.1,False,Compliant,98133.0,47.71286,-122.34421999999999,11512 Aurora Avenue N,Seattle,WA,A+,"11512 Aurora Avenue N,Seattle,WA"
384,551,2015,NonResidential,Store,RICHMARK PRINTING,3,EAST,1927,1.0,2.0,75844,19928,55916,"OFFICE, OTHER, PARKING",Other,28442.0,,63.9,63.9,192.4,192.4,3635600.0,3635600.0,0.0,999628.0,3410872.0,2249.0,224869.0,35.72,0.28,No,Compliant,19578.0,47.615520000000004,-122.3174495,1110 E PINE ST,SEATTLE,WA,NC,"1110 E PINE ST,SEATTLE,WA"
1998,551,2016,NonResidential,Store,Richmark Label,3,EAST,1927,1.0,2.0,75844,19928,55916,"OFFICE, OTHER, PARKING",Other,28442.0,,64.80000305,66.40000153,193.2,194.9,3684188.5,3774978.5,0.0,998490.875,3406851.0,2773.369873,277337.0,38.48,0.51,False,Compliant,98122.0,47.615520000000004,-122.31743999999999,1110 East Pine Street,Seattle,WA,NC,"1110 East Pine Street,Seattle,WA"
385,552,2015,NonResidential,Warehouse,SOUTH SEATTLE DISTRIBUTION CENTER- 3800,2,GREATER DUWAMISH,1968,1.0,1.0,161678,0,161678,DISTRIBUTION CENTER,Distribution Center,174227.0,27.0,53.1,60.4,132.9,140.5,9245102.0,10517501.0,0.0,1884734.0,6430979.0,28144.0,2814388.0,194.3,1.03,No,Compliant,19584.0,47.5701,-122.333388,3800 1ST AVE S,SEATTLE,WA,C,"3800 1ST AVE S,SEATTLE,WA"
1999,552,2016,NonResidential,Warehouse,South Seattle Distribution Center- 3800,2,GREATER DUWAMISH,1968,1.0,1.0,161678,0,161678,DISTRIBUTION CENTER,Distribution Center,162425.0,25.0,57.59999847,62.09999847,142.0,145.5,9357230.0,10093972.0,0.0,1855803.75,6332002.0,30252.27148,3025227.0,204.81,1.27,False,Compliant,98134.0,47.5701,-122.33341999999999,3800 1st Avenue South,Seattle,WA,C,"3800 1st Avenue South,Seattle,WA"
386,553,2015,NonResidential,Warehouse,SOUTH SEATTLE DISTRIBUTION CENTER- 3844,2,GREATER DUWAMISH,1949,1.0,1.0,101101,0,101101,DISTRIBUTION CENTER,Distribution Center,101101.0,1.0,233.6,226.0,732.5,708.7,23612824.0,22845550.0,0.0,6908857.0,23573999.0,398.0,39804.0,166.45,0.64,No,Compliant,19584.0,47.568740000000005,-122.33309,3844 1ST AVE S,SEATTLE,WA,D,"3844 1ST AVE S,SEATTLE,WA"
2000,553,2016,NonResidential,Warehouse,South Seattle Distribution Center- 3844,2,GREATER DUWAMISH,1949,1.0,1.0,101101,0,101101,DISTRIBUTION CENTER,Distribution Center,101101.0,1.0,215.60000609999997,211.10000609999997,676.6,662.5,21795830.0,21341708.0,0.0,6383133.0,21779250.0,165.7700043,16577.0,152.71,1.51,False,Compliant,98134.0,47.568740000000005,-122.33303000000001,3844 1ST AVE S,Seattle,WA,D,"3844 1ST AVE S,Seattle,WA"
387,554,2015,NonResidential,Warehouse,SOUTH SEATTLE DISTRIBUTION CENTER- 3601,2,GREATER DUWAMISH,1980,1.0,1.0,52613,0,52613,DISTRIBUTION CENTER,Distribution Center,52613.0,77.0,18.9,18.9,40.2,40.2,992738.0,992738.0,0.0,150594.0,513849.0,4789.0,478910.0,29.02,0.51,No,Compliant,19584.0,47.57023,-122.332386,3601 2ND AVE S,SEATTLE,WA,A,"3601 2ND AVE S,SEATTLE,WA"
2001,554,2016,NonResidential,Warehouse,South Seattle Distribution Center- 3601,2,GREATER DUWAMISH,1980,1.0,1.0,52613,0,52613,DISTRIBUTION CENTER,Distribution Center,59504.0,80.0,17.79999924,20.70000076,37.3,40.3,1061458.25,1231121.75,0.0,154710.5,527872.0,5335.860352000001,533586.0,32.02,0.61,False,Compliant,98134.0,47.57023,-122.33241000000001,3601 2ND AVE S,Seattle,WA,A,"3601 2ND AVE S,Seattle,WA"
388,555,2015,NonResidential,Other,CASCADE DESIGNS INC,2,GREATER DUWAMISH,1940,1.0,1.0,56608,0,56608,"OFFICE, OTHER",Other,45340.0,,92.1,96.1,259.3,257.8,5234454.0,5465492.0,0.0,1296480.0,4423773.0,8109.0,810864.0,73.9,0.97,No,Compliant,19584.0,47.56785,-122.3336582,4000 1ST AVE S,SEATTLE,WA,NC,"4000 1ST AVE S,SEATTLE,WA"
2002,555,2016,NonResidential,Other,Cascade Designs Inc. ( Yosemite ),2,GREATER DUWAMISH,1940,1.0,1.0,56608,0,56608,"OFFICE, OTHER",Other,45340.0,,89.59999847,92.30000305,250.4,251.0,5094197.0,5246590.0,0.0,1246560.375,4253264.0,8409.324219,840932.0,74.31,1.31,False,Compliant,98134.0,47.56785,-122.33361000000001,4000 1st Ave. South,Seattle,WA,NC,"4000 1st Ave. South,Seattle,WA"
389,556,2015,NonResidential,Warehouse,SEATTLE PRODUCE TERMINAL (CHARLIE'S),2,GREATER DUWAMISH,1953,1.0,1.0,104099,0,104099,"OFFICE, PARKING, REFRIGERATED WAREHOUSE",Refrigerated Warehouse,100000.0,,170.2,165.4,524.7,504.8,17714332.0,17213584.0,0.0,5051736.0,17237239.0,4778.0,477808.0,145.54,0.69,No,Compliant,19584.0,47.56637,-122.3327126,4103 2ND AVE S,SEATTLE,WA,NC,"4103 2ND AVE S,SEATTLE,WA"
2003,556,2016,NonResidential,Warehouse,Charlies Produce,2,GREATER DUWAMISH,1953,1.0,1.0,104099,0,104099,"OFFICE, PARKING, REFRIGERATED WAREHOUSE",Refrigerated Warehouse,100000.0,,170.0,167.3999939,525.5,515.2,17695420.0,17427156.0,0.0,5065566.0,17283711.0,4117.050293,411705.0,142.36,1.37,False,Compliant,98134.0,47.56637,-122.33273,4103 2nd Ave South,Seattle,WA,NC,"4103 2nd Ave South,Seattle,WA"
390,557,2015,NonResidential,Store,SAFEWAY STORE # 1845 (FORMERLY 3389),5,NORTHWEST,2003,1.0,1.0,48117,7450,40667,"PARKING, SUPERMARKET/GROCERY STORE",Supermarket/Grocery Store,51722.0,48.0,269.2,281.7,599.9,606.1,13924967.0,14570952.0,0.0,2300723.0,7850393.0,60749.0,6074900.0,377.36,7.14,No,Compliant,18377.0,47.69267,-122.3550623,8704 GREENWOOD AVE N,SEATTLE,WA,B,"8704 GREENWOOD AVE N,SEATTLE,WA"
2004,557,2016,NonResidential,Store,Safeway 1845 - Greenwood Ave,5,NORTHWEST,2003,1.0,1.0,58184,7450,50734,"PARKING, SUPERMARKET/GROCERY STORE",Supermarket/Grocery Store,51722.0,41.0,284.5,291.5,620.2,627.6,14715262.0,15076756.0,0.0,2331899.75,7956442.0,67588.19531,6758820.0,414.43,7.12,False,Compliant,98103.0,47.69267,-122.35506000000001,8704 Greenwood Ave N,Seattle,WA,B,"8704 Greenwood Ave N,Seattle,WA"
391,558,2015,NonResidential,Store,Q.F.C. & DOLLAR STORE,5,NORTH,1980,1.0,1.0,58480,0,58480,SUPERMARKET/GROCERY STORE,Supermarket/Grocery Store,44431.0,39.0,262.0,263.1,570.7,568.2,11639369.0,11688054.0,0.0,1842110.0,6285540.0,53541.0,5354091.0,328.17,5.15,No,Compliant,19579.0,47.73315,-122.3105194,1549 NE 145TH ST,SEATTLE,WA,C,"1549 NE 145TH ST,SEATTLE,WA"
2005,558,2016,NonResidential,Store,70500858 -- North Seattle,5,NORTH,1980,1.0,1.0,58480,0,58480,SUPERMARKET/GROCERY STORE,Supermarket/Grocery Store,44431.0,37.0,248.8000031,254.60000609999997,581.9,588.0,11054535.0,11311432.0,0.0,1998174.5,6817771.0,42367.62891,4236763.0,272.54,4.66,False,Compliant,98155.0,47.73315,-122.3105,1531 NE 145th Street,Seattle,WA,C,"1531 NE 145th Street,Seattle,WA"
392,559,2015,NonResidential,Office,YALE & THOMAS,7,LAKE UNION,1981,1.0,4.0,186971,0,186971,"OFFICE, PARKING",Office,186977.0,86.0,67.7,72.6,179.1,184.2,12662456.0,13575377.0,0.0,2830466.0,9657951.0,30049.0,3004906.0,226.92,0.99,No,Compliant,18390.0,47.6212428,-122.3297865,325 EASTLAKE AVE E,SEATTLE,WA,A+,"325 EASTLAKE AVE E,SEATTLE,WA"
393,560,2015,NonResidential,Warehouse,EVERGREEN WHLSLE FLORIST (DEMOLISHED),7,LAKE UNION,1955,1.0,1.0,66968,0,66968,NON-REFRIGERATED WAREHOUSE,,,1.0,23.5,23.5,73.8,73.8,1575581.0,1575581.0,0.0,461096.0,1573323.0,23.0,2323.0,11.09,0.06,No,Compliant,18390.0,47.62145274,-122.3311285,1255 HARRISON ST,SEATTLE,WA,D,"1255 HARRISON ST,SEATTLE,WA"
394,561,2015,NonResidential,Office,ALLEY 24 EAST,7,LAKE UNION,2005,1.0,6.0,336700,124800,211900,"OFFICE, PARKING, RETAIL STORE",Office,193420.0,94.0,48.6,48.6,152.6,152.6,9697866.0,9697866.0,0.0,2842282.0,9698269.0,0.0,0.0,67.61,0.08,No,Compliant,18390.0,47.620290000000004,-122.33048111,209 YALE AVE N,SEATTLE,WA,A+,"209 YALE AVE N,SEATTLE,WA"
2006,561,2016,NonResidential,Office,Alley24,7,LAKE UNION,2005,1.0,6.0,336700,124800,211900,"OFFICE, PARKING, RETAIL STORE",Office,217977.0,95.0,41.59999847,42.20000076,113.5,113.5,9058916.0,9200102.0,0.0,2308731.75,7877393.0,0.0,0.0,54.92,0.16,False,Compliant,98109.0,47.620290000000004,-122.33078,221 Yale Avenue North,Seattle,WA,A+,"221 Yale Avenue North,Seattle,WA"
395,562,2015,NonResidential,Store,REI - SEATTLE,7,LAKE UNION,1996,1.0,4.0,270723,159994,110729,RETAIL STORE,Retail Store,98863.0,40.0,101.4,112.6,265.8,275.5,10020111.0,11135668.0,0.0,2209118.0,7537824.0,24826.0,2482600.0,184.4,0.56,No,Compliant,18390.0,47.62,-122.3297037,222 YALE AVE N,SEATTLE,WA,C,"222 YALE AVE N,SEATTLE,WA"
2007,562,2016,NonResidential,Store,011-Seattle,7,LAKE UNION,1996,1.0,4.0,264008,159994,104014,RETAIL STORE,Retail Store,98863.0,42.0,100.5,105.59999850000001,260.0,262.4,9937707.0,10443463.0,0.0,2141824.75,7307906.0,26297.99805,2629800.0,190.61,0.72,False,Compliant,98109.0,47.62,-122.33027,222 Yale Ave. N.,Seattle,WA,B,"222 Yale Ave. N.,Seattle,WA"
396,563,2015,NonResidential,Office,1130 BUILDING,3,CENTRAL,1914,1.0,2.0,62220,0,62220,"OFFICE, OTHER - SERVICES, PARKING",Office,60676.0,33.0,86.7,86.7,271.8,271.8,5375518.0,5375518.0,0.0,1571661.0,5362730.0,130.0,13009.0,38.08,0.24,No,Compliant,17919.0,47.59367,-122.3087491,1130 RAINIER AVE S,SEATTLE,WA,C,"1130 RAINIER AVE S,SEATTLE,WA"
2008,563,2016,NonResidential,Office,Darigold HQ,3,CENTRAL,1914,1.0,2.0,62220,0,62220,"OFFICE, OTHER - SERVICES, PARKING",Office,60676.0,32.0,87.80000305,87.80000305,275.3,275.3,5444253.5,5444253.5,0.0,1591859.875,5431426.0,128.2700043,12827.0,38.55,0.62,False,Compliant,98144.0,47.59367,-122.30957,1130 Rainier Ave S,Seattle,WA,C,"1130 Rainier Ave S,Seattle,WA"
397,564,2015,NonResidential,Office,900 POPLAR BUILDING,3,GREATER DUWAMISH,1970,1.0,1.0,65430,0,65430,"OFFICE, OTHER",Office,60732.0,92.0,41.5,49.3,92.9,101.0,2855545.0,3392065.0,0.0,476333.0,1625316.0,12303.0,1230296.0,76.67,1.06,No,Compliant,17919.0,47.59388,-122.3109277,900 POPLAR PL S,SEATTLE,WA,A+,"900 POPLAR PL S,SEATTLE,WA"
2009,564,2016,NonResidential,Office,Poplar Building,3,GREATER DUWAMISH,1970,1.0,1.0,65430,0,65430,"OFFICE, OTHER",Office,60732.0,89.0,46.20000076,52.09999847,100.3,107.6,3181045.5,3586460.5,0.0,499939.4063,1705793.0,14752.519530000001,1475252.0,90.24,1.38,False,Compliant,98144.0,47.59388,-122.31123999999998,900 Poplar Pl S.,Seattle,WA,A+,"900 Poplar Pl S.,Seattle,WA"
398,565,2015,NonResidential,Office,NORTHCUT LANDING,4,NORTHEAST,2006,1.0,3.0,102290,42440,59850,"OFFICE, PARKING",Office,83715.0,28.0,70.7,70.7,218.4,218.4,5917000.0,5917000.0,0.0,1692683.0,5775674.0,1416.0,141566.0,47.78,0.22,No,Compliant,18383.0,47.66517,-122.3018094,4915 25TH AVE NE,SEATTLE,WA,C,"4915 25TH AVE NE,SEATTLE,WA"
2010,565,2016,NonResidential,Office,Northcut Landing,4,NORTHEAST,2006,1.0,3.0,102290,42440,59850,"OFFICE, PARKING",Office,83715.0,26.0,72.40000153,73.0,223.7,224.3,6062770.5,6114351.5,0.0,1733053.0,5913177.0,1495.929932,149593.0,49.17,0.48,False,Compliant,98105.0,47.66517,-122.30186,4915 25th Ave NE,Seattle,WA,C,"4915 25th Ave NE,Seattle,WA"
399,566,2015,NonResidential,Other,CENTURYLINK: EAST CO,3,CENTRAL,1926,1.0,3.0,80004,0,80004,OTHER,Other,74864.0,,190.6,190.6,598.3,598.3,14265421.0,14265421.0,0.0,4180956.0,14266014.0,0.0,0.0,99.45,0.48,No,Compliant,19578.0,47.6144,-122.3098028,1708 E PIKE ST,SEATTLE,WA,NC,"1708 E PIKE ST,SEATTLE,WA"
2011,566,2016,NonResidential,Other,Pike St,3,CENTRAL,1926,1.0,3.0,80004,0,80004,OTHER,Other,74864.0,,163.3999939,163.3999939,513.0,513.0,12232124.0,12232124.0,0.0,3585030.0,12232122.0,0.0,0.0,85.28,1.07,False,Compliant,98122.0,47.6144,-122.30982,1708 E Pike St,Seattle,WA,NC,"1708 E Pike St,Seattle,WA"
400,568,2015,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),2,GREATER DUWAMISH,1991,1.0,2.0,323916,0,323916,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,263528.0,81.0,34.9,42.8,69.4,77.7,11289052.0,13855412.0,0.0,1490619.0,5086203.0,62031.0,6203058.0,364.9,1.06,No,Compliant,18388.0,47.56407,-122.3275518,4201 6TH AVE S,SEATTLE,WA,A+,"4201 6TH AVE S,SEATTLE,WA"
2012,568,2016,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),2,GREATER DUWAMISH,1991,1.0,2.0,323916,0,323916,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,263528.0,92.0,24.79999924,27.10000038,48.9,51.3,8024064.5,8767252.0,0.0,1039884.313,3548085.0,44759.78906,4475979.0,262.45,0.81,False,Compliant,98108.0,47.56407,-122.32765,4201 6th Ave S,Seattle,WA,A+,"4201 6th Ave S,Seattle,WA"
401,569,2015,NonResidential,Office,PACIFIC TOWER,2,GREATER DUWAMISH,1932,1.0,14.0,304052,0,304052,"MEDICAL OFFICE, OFFICE, PARKING",Office,230140.0,86.0,52.3,62.9,153.1,183.1,15843743.0,19045430.0,0.0,4171065.0,14232265.0,16121.0,1612071.0,184.83,0.41,No,Compliant,17919.0,47.5928,-122.3168305,1200 12TH AVE S,SEATTLE,WA,A+,"1200 12TH AVE S,SEATTLE,WA"
2013,569,2016,NonResidential,Store,Pacific Tower,2,GREATER DUWAMISH,1932,1.0,14.0,304052,0,304052,"MEDICAL OFFICE, OFFICE, PARKING",Office,218918.0,66.0,69.40000153,70.30000305,202.9,203.8,21027396.0,21290090.0,0.0,5522715.0,18843504.0,21838.90625,2183891.0,247.35,0.81,False,Compliant,98144.0,47.5928,-122.31598999999999,1200 12th Avenue South,Seattle,WA,A,"1200 12th Avenue South,Seattle,WA"
402,570,2015,NonResidential,Office,NORTHWEST BLDG,4,LAKE UNION,1978,1.0,4.0,85385,31210,54175,"DATA CENTER, OFFICE, PARKING",Office,50235.0,77.0,92.4,92.4,290.0,290.0,4904803.0,4904803.0,0.0,1437515.0,4905005.0,0.0,0.0,34.19,0.15,No,Compliant,18376.0,47.640370000000004,-122.326242,2323 EASTLAKE AVE E,SEATTLE,WA,A,"2323 EASTLAKE AVE E,SEATTLE,WA"
2014,570,2016,NonResidential,Office,Northwest Building,4,LAKE UNION,1978,1.0,4.0,85385,31210,54175,"DATA CENTER, OFFICE, PARKING",Office,50235.0,,91.40000153,92.5,287.0,290.3,4855036.5,4910799.5,0.0,1422929.625,4855036.0,0.0,0.0,33.85,0.4,False,Compliant,98102.0,47.640370000000004,-122.32626,2323 Eastlake Ave E,Seattle,WA,NC,"2323 Eastlake Ave E,Seattle,WA"
403,571,2015,NonResidential,Warehouse,NORTHWEST CENTER INDUSTRIES,1,GREATER DUWAMISH,1989,1.0,2.0,98024,0,98024,"DISTRIBUTION CENTER, OFFICE",Distribution Center,63896.0,77.0,33.1,36.2,81.4,82.9,3228330.0,3537786.0,0.0,638359.0,2178171.0,10502.0,1050250.0,70.96,0.63,Yes,Compliant,18388.0,47.53687,-122.3326807,7272 1ST AVE S,SEATTLE,WA,A,"7272 1ST AVE S,SEATTLE,WA"
2015,571,2016,NonResidential,Warehouse,Northwest Center Industries,1,GREATER DUWAMISH,1989,1.0,2.0,98024,0,98024,"DISTRIBUTION CENTER, OFFICE",Distribution Center,63896.0,94.0,20.39999962,21.60000038,50.8,52.1,1988334.5,2109093.75,0.0,402414.0,1373037.0,6152.976074,615298.0,42.25,0.43,False,Compliant,98108.0,47.53687,-122.33316,7272 W. Marginal Way S.,Seattle,WA,A+,"7272 W. Marginal Way S.,Seattle,WA"
404,572,2015,NonResidential,Store,BRIGHT HORIZONS,7,LAKE UNION,1928,1.0,1.0,65000,15000,50000,"OFFICE, OTHER, PARKING",Office,20000.0,,78.7,86.1,198.6,203.8,2361088.0,2583845.0,0.0,487841.0,1664583.0,6966.0,696574.0,48.6,0.64,No,Compliant,18390.0,47.62405,-122.3308079,1275 MERCER ST,SEATTLE,WA,NC,"1275 MERCER ST,SEATTLE,WA"
2016,572,2016,NonResidential,Store,Bright Horizons,7,LAKE UNION,1928,1.0,1.0,65000,15000,50000,"OFFICE, OTHER, PARKING",Office,20000.0,,86.80000305,91.90000153,203.5,208.9,2603931.25,2758081.75,0.0,472610.5,1612547.0,9913.839844,991384.0,63.89,0.98,False,Compliant,98109.0,47.62405,-122.33084,1275 Mercer St,Seattle,WA,NC,"1275 Mercer St,Seattle,WA"
405,573,2015,NonResidential,Office,EASTLAKE & ROY - YALE CAMPUS,7,LAKE UNION,1990,1.0,5.0,144573,66620,77953,"OFFICE, PARKING",Office,78521.0,56.0,69.1,70.8,216.9,222.3,5424718.0,5559004.0,0.0,1589894.0,5424944.0,0.0,0.0,37.82,0.1,No,Compliant,18390.0,47.62488,-122.3297812,617 EASTLAKE AVE E,SEATTLE,WA,B,"617 EASTLAKE AVE E,SEATTLE,WA"
2017,573,2016,NonResidential,Office,617 Eastlake,7,LAKE UNION,1990,1.0,5.0,144573,66620,77953,"OFFICE, PARKING",Office,78521.0,62.0,65.40000153,67.69999695,205.3,212.7,5135040.0,5318277.0,0.0,1504993.875,5135039.0,0.0,0.0,35.8,0.25,False,Compliant,98109.0,47.62488,-122.33006999999999,617 Eastlake Ave E,Seattle,WA,A,"617 Eastlake Ave E,Seattle,WA"
406,574,2015,NonResidential,Store,MACY'S - NORTHGATE,5,NORTH,1950,1.0,2.0,302812,0,302812,RETAIL STORE,Retail Store,302812.0,97.0,23.6,23.0,64.1,62.3,7133767.0,6962648.0,0.0,1671351.0,5702886.0,14311.0,1431117.0,115.76,0.3,No,Compliant,19579.0,47.70759,-122.3257763,401 NE NORTHGATE WAY,SEATTLE,WA,A+,"401 NE NORTHGATE WAY,SEATTLE,WA"
2018,574,2016,NonResidential,Store,(71371A) NORTHGATE Macy's,5,NORTH,1950,1.0,2.0,302812,0,302812,RETAIL STORE,Retail Store,302812.0,97.0,24.10000038,25.70000076,63.9,65.5,7290824.5,7783388.0,0.0,1638420.25,5590290.0,17005.3418,1700534.0,129.29,0.43,False,Compliant,98125.0,47.70759,-122.3255,401 NE NORTHGATE WAY,Seattle,WA,A+,"401 NE NORTHGATE WAY,Seattle,WA"
407,575,2015,NonResidential,Office,NORTHWAY SQUARE EAST,5,NORTHWEST,1974,1.0,5.0,86400,0,86400,OFFICE,Office,78200.0,57.0,107.5,110.5,221.2,221.6,8404370.0,8638841.0,0.0,1188044.0,4053774.0,43508.0,4350763.0,259.33,2.8,No,Compliant,19582.0,47.707440000000005,-122.3317136,2150 N 107TH ST,SEATTLE,WA,B,"2150 N 107TH ST,SEATTLE,WA"
2019,575,2016,NonResidential,Office,Northway Square East,5,NORTHWEST,1974,1.0,5.0,86400,0,86400,OFFICE,Office,78200.0,53.0,116.09999850000001,118.5,231.2,232.0,9080022.0,9266020.0,0.0,1198616.625,4089680.0,49903.41016,4990341.0,293.55,3.4,False,Compliant,98133.0,47.707440000000005,-122.33171000000002,2150 N 107th ST,Seattle,WA,B,"2150 N 107th ST,Seattle,WA"
408,576,2015,NonResidential,Other,NORTHGATE VILLAGE RETAIL,5,NORTH,1969,1.0,2.0,98539,0,98539,STRIP MALL,Strip Mall,98539.0,,58.0,58.8,178.4,179.2,5711553.0,5790631.0,0.0,1623798.0,5540629.0,1712.0,171153.0,47.71,0.24,No,Compliant,19579.0,47.7094,-122.3203319,818 NE NORTHGATE WAY,SEATTLE,WA,NC,"818 NE NORTHGATE WAY,SEATTLE,WA"
2020,576,2016,NonResidential,Other,Northgate Village,5,NORTH,1969,0.0,2.0,98539,0,98539,STRIP MALL,Strip Mall,98539.0,,55.29999924,55.79999924,169.8,170.3,5450441.5,5502264.5,0.0,1543474.25,5266334.0,1841.069946,184107.0,46.49,0.47,False,Compliant,98125.0,47.7094,-122.31843,818-832 NE Northgate Way,Seattle,WA,NC,"818-832 NE Northgate Way,Seattle,WA"
409,577,2015,NonResidential,Office,NORTHWAY WEST BUILDING,5,NORTHWEST,1981,1.0,6.0,86483,0,86483,"OFFICE, PARKING",Office,86483.0,50.0,78.6,81.3,246.8,255.3,6796335.0,7030902.0,0.0,1991892.0,6796618.0,0.0,0.0,47.38,0.21,No,Compliant,19582.0,47.70732,-122.3327728,10700 MERIDIAN AVE N,SEATTLE,WA,B,"10700 MERIDIAN AVE N,SEATTLE,WA"
2021,577,2016,NonResidential,Office,NorthWay West Building,5,NORTHWEST,1981,1.0,6.0,86483,0,86483,"OFFICE, PARKING",Office,86483.0,56.0,73.59999847,76.69999695,231.0,241.0,6361236.5,6636482.5,0.0,1864371.5,6361236.0,0.0,0.0,44.35,0.51,False,Compliant,98144.0,47.70732,-122.33278999999999,10700 Meridian Ave North,Seattle,WA,B,"10700 Meridian Ave North,Seattle,WA"
410,578,2015,NonResidential,Warehouse,PACIFIC PLUMBING SUPPLY,1,DELRIDGE,1976,1.0,1.0,51600,0,51600,"DISTRIBUTION CENTER, OFFICE",Distribution Center,34400.0,82.0,19.6,21.9,48.9,51.2,1012341.0,1128011.0,0.0,204524.0,697863.0,3145.0,314506.0,21.57,0.36,No,Compliant,18385.0,47.53926,-122.341353,7115 W MARGINAL WAY SW,SEATTLE,WA,A+,"7115 W MARGINAL WAY SW,SEATTLE,WA"
2022,578,2016,NonResidential,Warehouse,Pacific Plumbing Supply,1,DELRIDGE,1976,1.0,1.0,51600,0,51600,"DISTRIBUTION CENTER, OFFICE",Distribution Center,34400.0,75.0,21.79999924,23.20000076,55.9,57.4,1124543.125,1196293.25,0.0,239011.5938,815508.0,3090.35498,309035.0,22.1,0.43,False,Compliant,98106.0,47.53926,-122.34143,7115 W Marginal Way SW,Seattle,WA,A,"7115 W Marginal Way SW,Seattle,WA"
411,579,2015,NonResidential,Warehouse,JONES STEVEDORING,1,DELRIDGE,1968,1.0,1.0,140520,0,140520,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,140520.0,73.0,12.4,12.4,29.1,29.1,1738376.0,1738376.0,0.0,317079.0,1081918.0,6565.0,656503.0,42.41,0.27,No,Compliant,18385.0,47.53689,-122.3375131,7245 W MARGINAL WAY SW,SEATTLE,WA,A,"7245 W MARGINAL WAY SW,SEATTLE,WA"
2023,579,2016,NonResidential,Warehouse,Jones Stevedoring Seattle Building,1,DELRIDGE,1968,1.0,1.0,140520,0,140520,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,140520.0,61.0,15.80000019,17.79999924,36.1,38.2,2225512.0,2502923.5,0.0,384092.5938,1310524.0,9149.879883,914988.0,57.73,0.41,False,Compliant,98106.0,47.53689,-122.33847,7245 West Marginal Way SW,Seattle,WA,A,"7245 West Marginal Way SW,Seattle,WA"
412,580,2015,NonResidential,Office,PEMCO,7,MAGNOLIA / QUEEN ANNE,1986,1.0,5.0,154029,62380,91649,"OFFICE, PARKING",Office,91645.0,,20.6,20.6,47.5,47.5,1886382.0,1886382.0,0.0,332521.0,1134608.0,7518.0,751821.0,47.84,0.28,No,Compliant,18390.0,47.631159999999994,-122.3419109,1300 DEXTER AVE N,SEATTLE,WA,NC,"1300 DEXTER AVE N,SEATTLE,WA"
2024,580,2016,NonResidential,Office,PEMCO,7,MAGNOLIA / QUEEN ANNE,1986,1.0,5.0,154029,62380,91649,"OFFICE, PARKING",Office,91645.0,95.0,50.59999847,50.59999847,145.7,145.7,4636396.5,4636396.5,0.0,1190117.5,4060681.0,5757.149902,575715.0,58.88,0.38,False,Compliant,98109.0,47.631159999999994,-122.34193,1300 Dexter Ave N,Seattle,WA,A+,"1300 Dexter Ave N,Seattle,WA"
